route_id,trip_id,trip_headsign,service_id,direction_id,shape_id,wheelchair_accessible,bikes_allowed
16,28441539,"Le Pont-de-Claix, Gendarmerie",1234567-MSESAH28_ST5_28_ET2024,1,SEM_16_2,0,0
6,28788242,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C6_1,0,0
E,29042694,"Fontanil-Cornillon, Palluel",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,SEM_E_1,0,0
15,28980386,"Saint-Ismier, Bois Français",1234567-MAHD28_ST6_28_ET2024,0,SEM_15_12,0,0
4,29146999,"Eybens, Le Verderet",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C4_1,0,0
4,29147514,"Grenoble, Victor Hugo",1234567-MEHD29_ST6_29_ET2024,1,SEM_C4_2,0,0
2,29132450,"Grenoble, Louise Michel",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C2_1,0,0
A,28522687,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
B,29047436,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,0,SEM_B_1,0,0
1,28849580,"Grenoble, Cité Jean Macé",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C1_4,0,0
3,29148446,"Grenoble, Victor Hugo",1234567-MEHS29_ST5_29_ET2024,0,SEM_C3_1,0,0
A,28523147,"Fontaine, La Poya",12345-MEELVE34_ST0_34_ET2024,1,SEM_A_4,0,0
83,29111627,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
84,28665131,"Saint-Martin-d'Hères, Condillac - Universités",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
E,29050250,"Fontanil-Cornillon, Palluel",12345-MGELV30_ST0_30_ET2024,1,SEM_E_1,0,0
2,29132370,"Claix, Pont Rouge",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C2_2,0,0
61,29007359,"Quaix-en-Chartreuse, Quaix-en-Chartreuse Village",123456*-MFELV29_ST0_29_ET2024,1,SEM_61_2,0,0
82,28641925,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,1,,0,0
E,29051703,"Fontanil-Cornillon, Palluel",12345-MGELV34_ST0_34_ET2024,1,SEM_E_1,0,0
A,28521788,"Le Pont-de-Claix, L'Etoile",1234567-MEHS29_ST5_29_ET2024,0,SEM_A_3,0,0
B,28564873,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
82,29042061,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
5,28566955,"Gières, Universités - Biologie",1234567-MSESAH28_ST5_28_ET2024,1,,0,0
84,29041326,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
1,28833237,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSELVE30_ST0_30_ET2024,0,SEM_C1_6,0,0
12,28490964,"Eybens, Maisons Neuves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
B,28558201,"Grenoble, Oxford",12345-MGELV30_ST0_30_ET2024,1,SEM_B_2,0,0
21,29006205,"Seyssins, Le Prisme",1234567-MFED28_ST6_28_ET2024,1,SEM_21_2,0,0
84,29041220,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
5,28469914,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,1,,0,0
15,28980489,"Domène, Les Arnauds",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,0,SEM_15_3,0,0
44,28869324,"Le Gua, Les Saillants",12345-MFELV29_ST0_29_ET2024,0,SEM_44_3,0,0
A,28522591,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
13,28804923,"Poisat, Cimetière Intercommunal",1234567-MEHS29_ST5_29_ET2024,0,,0,0
83,29111648,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
E,29042833,"Grenoble, Grand'place",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
5,28469993,"Grenoble, Palais de Justice - Gare",12345-MSELVE30_ST0_30_ET2024,0,,0,0
84,28665125,"Saint-Martin-d'Hères, Etienne Grappe",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
2,29132817,"Grenoble, Louise Michel",1234567-MEHS29_ST5_29_ET2024,1,SEM_C2_1,0,0
E,29050272,"Fontanil-Cornillon, Palluel",12345-MGELV30_ST0_30_ET2024,1,SEM_E_1,0,0
B,29042439,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,SEM_B_1,0,0
84,29041207,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
5,28607198,"Grenoble, Palais de Justice - Gare",1234567-MSHDF28_ST6_28_ET2024,0,,0,0
42,29006615,"Meylan, La Détourbe",12345-MFELV29_ST0_29_ET2024,1,SEM_42_3,0,0
21,29007656,"Seyssins, Le Prisme",123456*-MFELV29_ST0_29_ET2024,1,SEM_21_2,0,0
84,28665013,"Saint-Martin-d'Hères, Condillac - Universités",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
E,29051676,"Grenoble, Louise Michel",12345-MGELV34_ST0_34_ET2024,0,SEM_E_2,0,0
B,29042424,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,SEM_B_1,0,0
82,29042095,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
13,28805257,"Poisat, Cimetière Intercommunal",123456*-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
46,28870935,"Varces-Allières-et-Risset, Rond-Point de l'Europe",1234567-MFES28_ST5_28_ET2024,1,SEM_46_6,0,0
82,29041917,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
5,28469946,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,1,,0,0
1,28849338,"Grenoble, Cité Jean Macé",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C1_4,0,0
1,28849288,"Grenoble, Cité Jean Macé",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C1_1,0,0
82,28637730,"Gières, Gières Gare - Universités",12345-MGELV34_ST0_34_ET2024,0,,0,0
5,28469977,"Grenoble, Palais de Justice - Gare",12345-MSELVE30_ST0_30_ET2024,0,,0,0
83,29111529,"Seyssins, Le Prisme",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
21,29006390,"Seyssins, Le Prisme",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,1,SEM_21_2,0,0
2,29133148,"Grenoble, Louise Michel",1234567-MEHD29_ST6_29_ET2024,1,SEM_C2_1,0,0
40,29007380,"Grenoble, Victor Hugo",1234567-MFES28_ST5_28_ET2024,1,SEM_40_2,0,0
A,28522715,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
23,29053542,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MFED28_ST6_28_ET2024,1,,0,0
12,28486927,"Saint-Martin-d'Hères, Les Alloves",1234567-MEHS29_ST5_29_ET2024,1,,0,0
13,28805288,"Poisat, Cimetière Intercommunal",123456*-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
21,29006410,"Seyssins, Le Prisme",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,1,SEM_21_2,0,0
B,28564872,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
A,28523107,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
83,29041616,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
2,29132352,"Claix, Pont Rouge",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C2_2,0,0
2,29133177,"Claix, Pont Rouge",1234567-MEHD29_ST6_29_ET2024,0,SEM_C2_2,0,0
E,29050186,"Fontanil-Cornillon, Palluel",12345-MGELV30_ST0_30_ET2024,1,SEM_E_1,0,0
5,28469992,"Grenoble, Palais de Justice - Gare",12345-MSELVE30_ST0_30_ET2024,0,,0,0
2,29132504,"Claix, Pont Rouge",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C2_2,0,0
83,29041517,"Seyssins, Le Prisme",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
5,28607175,"Gières, Universités - Biologie",1234567-MSHDF28_ST6_28_ET2024,1,,0,0
15,28980618,"Saint-Ismier, Bois Français",12345-MAHLV29_ST0_29_ET2024,0,SEM_15_12,0,0
3,29146926,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C3_1,0,0
6,28179472,"Saint-Martin-d'Hères, Henri Wallon",12345-MSELVE30_ST0_30_ET2024,1,SEM_C6_1,0,0
12,28486978,"Eybens, Maisons Neuves",1234567-MEHS29_ST5_29_ET2024,0,,0,0
44,29058543,"Le Gua, Les Saillants",1234567-MFES33_ST5_33_ET2024,0,SEM_44_3,0,0
6,28179504,"Grenoble, Oxford",12345-MSELVE30_ST0_30_ET2024,0,SEM_C6_2,0,0
3,29148259,"Échirolles, Centre du graphisme",1234567-MEHS29_ST5_29_ET2024,1,SEM_C3_2,0,0
B,28558067,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,0,SEM_B_1,0,0
B,28557985,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,0,SEM_B_1,0,0
15,28980389,"Saint-Ismier, Bois Français",1234567-MAHD28_ST6_28_ET2024,0,SEM_15_12,0,0
1,28849599,"Grenoble, Cité Jean Macé",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C1_4,0,0
40,29066897,"Grenoble, Le Rabot",1234567-MFES33_ST5_33_ET2024,0,SEM_40_1,0,0
B,28565053,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
4,29147030,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C4_2,0,0
E,29051685,"Fontanil-Cornillon, Palluel",12345-MGELV34_ST0_34_ET2024,1,SEM_E_1,0,0
1,28849283,"Grenoble, Cité Jean Macé",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C1_1,0,0
A,28523129,"Fontaine, La Poya",12345-MEELVE34_ST0_34_ET2024,1,SEM_A_4,0,0
14,28493659,"Gières, Gières Gare - Universités",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,1,SEM_14_2,0,0
A,28522592,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
B,29042381,"Grenoble, Oxford",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,SEM_B_2,0,0
83,29041621,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
83,29041574,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
82,28637597,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
6,28179459,"Saint-Martin-d'Hères, Henri Wallon",12345-MSELVE30_ST0_30_ET2024,1,SEM_C6_1,0,0
5,28566987,"Grenoble, Palais de Justice - Gare",1234567-MSESAH28_ST5_28_ET2024,0,,0,0
47,29006688,"Claix, Val d'Allières",1234567-MFES28_ST5_28_ET2024,0,SEM_47_1,0,0
7,28444123,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,0,SEM_C7_1,0,0
A,28523048,"Fontaine, La Poya",12345-MEELVE34_ST0_34_ET2024,1,SEM_A_4,0,0
A,28521830,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
83,29111676,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
15,28980654,"Saint-Ismier, Bois Français",12345-MAHLV29_ST0_29_ET2024,0,,0,0
E,29042723,"Grenoble, Louise Michel",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,SEM_E_2,0,0
3,29146882,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C3_1,0,0
82,28637702,"Gières, Gières Gare - Universités",12345-MGELV34_ST0_34_ET2024,0,,0,0
6,28179421,"Saint-Martin-d'Hères, Henri Wallon",12345-MSELVE30_ST0_30_ET2024,1,SEM_C6_1,0,0
41,29006587,"La Tronche, Grand Sablon",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,1,SEM_41_2,0,0
B,28565031,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
5,28567007,"Grenoble, Palais de Justice - Gare",1234567-MSESAH28_ST5_28_ET2024,0,,0,0
1,28849329,"Grenoble, Cité Jean Macé",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C1_1,0,0
3,29147114,"Échirolles, Centre du graphisme",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C3_2,0,0
62,29007059,"Sarcenas, La Prairie",1234567-MFED28_ST6_28_ET2024,1,SEM_62_5,0,0
16,28463837,"Le Pont-de-Claix, Gendarmerie",12345-MSELVE30_ST0_30_ET2024,1,SEM_16_2,0,0
25,29054672,"Grenoble, Louise Michel",1234567-MAHS31_ST5_33_ET2024,1,SEM_25_2,0,0
3,29147437,"Grenoble, Victor Hugo",1234567-MEHD29_ST6_29_ET2024,0,SEM_C3_1,0,0
65,29006959,"Grenoble, Grand'place",1234567-MFES28_ST5_28_ET2024,1,,0,0
5,28469922,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,1,,0,0
82,29042048,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
83,29111546,"Seyssins, Le Prisme",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
B,28564985,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
16,28438986,"Le Pont-de-Claix, Gendarmerie",1234567-MSHDF28_ST6_28_ET2024,1,SEM_16_2,0,0
1,28849306,"Grenoble, Cité Jean Macé",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C1_1,0,0
4,29148196,"Grenoble, Victor Hugo",1234567-MEHS29_ST5_29_ET2024,1,SEM_C4_2,0,0
4,29147571,"Grenoble, Victor Hugo",1234567-MEHD29_ST6_29_ET2024,1,SEM_C4_2,0,0
E,29051649,"Fontanil-Cornillon, Palluel",12345-MGELV34_ST0_34_ET2024,1,SEM_E_1,0,0
12,28486893,"Saint-Martin-d'Hères, Les Alloves",1234567-MEHS29_ST5_29_ET2024,1,,0,0
12,28492200,"Saint-Martin-d'Hères, Les Alloves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,,0,0
B,28558017,"Grenoble, Gares",12345-MGELV30_ST0_30_ET2024,1,,0,0
A,28522546,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
83,29046779,"Seyssins, Le Prisme",1234567-MGED27_ST6_27_ET2024,1,,0,0
41,29007271,"La Tronche, Grand Sablon",123456*-MFELV29_ST0_29_ET2024,1,SEM_41_2,0,0
1,28849426,"Grenoble, Cité Jean Macé",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C1_1,0,0
A,28521735,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
21,29007660,"Claix, Pont Rouge",123456*-MFELV29_ST0_29_ET2024,0,SEM_21_1,0,0
4,29147071,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C4_2,0,0
1,28833262,"Grenoble, Cité Jean Macé",12345-MSELVE30_ST0_30_ET2024,1,SEM_C1_4,0,0
14,28493895,"Gières, Gières Gare - Universités",12345-MAHLV29_ST0_29_ET2024,1,SEM_14_2,0,0
A,28522952,"Fontaine, La Poya",12345-MEELVE34_ST0_34_ET2024,1,SEM_A_4,0,0
82,28642067,"Gières, Gières Gare - Universités",12345-MGELV30_ST0_30_ET2024,0,,0,0
84,28665107,"Saint-Martin-d'Hères, Condillac - Universités",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
84,28665053,"Saint-Martin-d'Hères, Etienne Grappe",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
82,29041941,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
E,29051772,"Fontanil-Cornillon, Palluel",12345-MGELV34_ST0_34_ET2024,1,SEM_E_1,0,0
5,28607205,"Grenoble, Palais de Justice - Gare",1234567-MSHDF28_ST6_28_ET2024,0,,0,0
82,29042025,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
47,29058589,"Claix, Val d'Allières",1234567-MFES33_ST5_33_ET2024,0,SEM_47_1,0,0
B,29047483,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,0,SEM_B_1,0,0
A,28521466,"Le Pont-de-Claix, L'Etoile",1234567-MEHD29_ST6_29_ET2024,0,SEM_A_3,0,0
15,28980718,"Grenoble, Verdun - Préfecture",12345-MAHLV29_ST0_29_ET2024,1,SEM_15_4,0,0
B,28564994,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
B,28558025,"Grenoble, Oxford",12345-MGELV30_ST0_30_ET2024,1,SEM_B_2,0,0
B,28564885,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
A,28523117,"Fontaine, La Poya",12345-MEELVE34_ST0_34_ET2024,1,SEM_A_4,0,0
45,28869386,"Varces-Allières-et-Risset, Rond-Point de l'Europe",1234567-MFES28_ST5_28_ET2024,0,SEM_45_4,0,0
25,28824594,"Grenoble, Louise Michel",1234567-MAHD28_ST6_28_ET2024,1,SEM_25_2,0,0
B,28565043,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
7,28444128,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,0,SEM_C7_1,0,0
82,28637752,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
1,28833236,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSELVE30_ST0_30_ET2024,0,SEM_C1_6,0,0
82,29047243,"Gières, Gières Gare - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
21,29006433,"Claix, Pont Rouge",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,0,SEM_21_1,0,0
15,28980701,"Grenoble, Verdun - Préfecture",12345-MAHLV29_ST0_29_ET2024,1,SEM_15_4,0,0
12,28492108,"Saint-Martin-d'Hères, Les Alloves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,,0,0
83,29046831,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
3,29146899,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C3_1,0,0
14,28493888,"Grenoble, Verdun - Préfecture",12345-MAHLV29_ST0_29_ET2024,0,SEM_14_5,0,0
16,28441551,"Le Pont-de-Claix, Gendarmerie",1234567-MSESAH28_ST5_28_ET2024,1,SEM_16_2,0,0
15,28980421,"Grenoble, Verdun - Préfecture",1234567-MAHD28_ST6_28_ET2024,1,,0,0
1,28849315,"Grenoble, Cité Jean Macé",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C1_1,0,0
22,28441666,"Grenoble, Oxford",1234567-MSESAH28_ST5_28_ET2024,1,SEM_22_2,0,0
A,28521860,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
20,28441391,"Veurey-Voroize, La Rive",1234567-MSESAH28_ST5_28_ET2024,1,SEM_20_2,0,0
82,29047142,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,1,,0,0
2,29132768,"Claix, Pont Rouge",1234567-MEHS29_ST5_29_ET2024,0,SEM_C2_2,0,0
42,29058519,"Meylan, La Détourbe",1234567-MFES33_ST5_33_ET2024,1,SEM_42_3,0,0
47,29006686,"Claix, Val d'Allières",1234567-MFES28_ST5_28_ET2024,0,SEM_47_1,0,0
47,29102136,"Varces-Allières-et-Risset, Risset",1234567-MFES33_ST5_33_ET2024,1,SEM_47_2,0,0
84,28665074,"Saint-Martin-d'Hères, Etienne Grappe",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
4,29146962,"Eybens, Le Verderet",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C4_1,0,0
A,28522757,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
66,29006974,"Jarrie, Clos Jouvin",1234567-MFES28_ST5_28_ET2024,1,,0,0
2,29133083,"Grenoble, Louise Michel",1234567-MEHD29_ST6_29_ET2024,1,SEM_C2_1,0,0
62,29058676,"Sarcenas, Pont du Croz",1234567-MFES33_ST5_33_ET2024,1,SEM_62_2,0,0
22,28439920,"Saint-Égrève, Saint Egrève Gare",1234567-MSHDF28_ST6_28_ET2024,0,SEM_22_1,0,0
84,28665073,"Saint-Martin-d'Hères, Etienne Grappe",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
12,28490991,"Eybens, Maisons Neuves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
3,29147398,"Échirolles, Centre du graphisme",1234567-MEHD29_ST6_29_ET2024,1,SEM_C3_2,0,0
A,28523177,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
6,28567217,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C6_1,0,0
B,28564947,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
B,28565038,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
B,28565006,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
83,29041429,"Seyssins, Le Prisme",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
E,29051745,"Fontanil-Cornillon, Palluel",12345-MGELV34_ST0_34_ET2024,1,SEM_E_1,0,0
3,29147105,"Échirolles, Centre du graphisme",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C3_2,0,0
A,28521837,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
B,28558069,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,0,SEM_B_1,0,0
E,29050289,"Grenoble, Louise Michel",12345-MGELV30_ST0_30_ET2024,0,SEM_E_2,0,0
12,28490990,"Saint-Martin-d'Hères, Les Alloves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,,0,0
25,28824481,"Le Gua, Les Saillants",1234567-MAHS28_ST5_28_ET2024,0,SEM_25_1,0,0
82,28637561,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
A,28523046,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
20,28467478,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",12345-MSELVE30_ST0_30_ET2024,0,SEM_20_3,0,0
83,29041461,"Seyssins, Le Prisme",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
68,29007367,"Échirolles, La Rampe - Centre-Ville",123456*-MFELV29_ST0_29_ET2024,0,SEM_68_1,0,0
7,28444199,"Échirolles, Comboire",12345-MSELVE30_ST0_30_ET2024,1,SEM_C7_2,0,0
22,28441647,"Grenoble, Oxford",1234567-MSESAH28_ST5_28_ET2024,1,SEM_22_2,0,0
82,29047147,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,1,,0,0
59,28954233,"Saint-Martin-d'Uriage, La Ronzière",12345-MFELV29_ST0_29_ET2024,0,SEM_59_1,0,0
83,29041540,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
15,28980713,"Grenoble, Verdun - Préfecture",12345-MAHLV29_ST0_29_ET2024,1,SEM_15_10,0,0
12,28486930,"Eybens, Maisons Neuves",1234567-MEHS29_ST5_29_ET2024,0,,0,0
E,29042650,"Grenoble, Louise Michel",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,SEM_E_2,0,0
48,29006725,"Claix, Cossey",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,0,SEM_48_1,0,0
83,29111587,"Seyssins, Le Prisme",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
67,29007150,"Herbeys, Le Chollet",12345-MFELV29_ST0_29_ET2024,1,SEM_67_1,0,0
2,29132340,"Grenoble, Louise Michel",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C2_1,0,0
E,29050291,"Grenoble, Louise Michel",12345-MGELV30_ST0_30_ET2024,0,SEM_E_2,0,0
3,29147089,"Échirolles, Centre du graphisme",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C3_2,0,0
84,29047012,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGED27_ST6_27_ET2024,1,,0,0
B,29042300,"Grenoble, Grand'place",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
84,28665083,"Saint-Martin-d'Hères, Condillac - Universités",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
15,28980686,"Grenoble, Verdun - Préfecture",12345-MAHLV29_ST0_29_ET2024,1,SEM_15_10,0,0
5,28469908,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,1,,0,0
B,29047430,"Grenoble, Oxford",1234567-MGED27_ST6_27_ET2024,1,SEM_B_2,0,0
83,29046737,"Seyssins, Le Prisme",1234567-MGED27_ST6_27_ET2024,1,,0,0
